1497 10000
108 401 207
497 142 538
439 22 792
174 473 324
371 489 193
502 346 528
469 486 163
126 448 901
203 480 906
290 114 836
334 35 11
423 213 497
486 401 443
19 502 390
388 6 890
2 179 909
495 383 822
1 340 279
415 52 555
248 227 325
382 315 238
371 329 753
5 241 497
83 20 564
81 330 613
449 515 474
176 502 288
498 449 79
296 391 112
444 67 631
123 264 716
156 44 926
480 324 277
491 43 737
5 15 707
406 194 948
65 444 954
139 395 64
99 84 190
216 444 25
148 142 193
43 502 186
367 495 101
219 398 58
52 202 985
413 95 475
62 356 264
126 257 601
42 470 217
377 444 599
426 95 969
203 511 831
241 142 970
88 207 120
211 269 418
216 315 788
101 81 312
344 442 657
441 344 473
22 177 441
37 203 436
128 330 763
278 155 147
356 363 265
346 452 435
121 200 538
178 142 412
185 108 512
153 449 394
271 246 280
232 241 505
515 37 659
7 296 656
203 235 935
238 363 818
384 448 855
6 239 128
142 495 374
403 126 47
122 383 377
381 73 782
473 287 139
52 398 868
384 428 881
271 131 874
327 404 803
316 139 259
353 123 831
76 42 862
76 486 35
269 194 605
496 333 161
383 45 414
439 37 831
201 285 47
65 516 939
197 502 38
178 54 57
133 324 433
293 20 300
176 212 361
355 65 562
441 438 424
171 61 257
113 95 597
183 67 423
272 327 910
404 131 898
246 112 696
346 398 674
128 91 545
138 18 750
131 142 368
147 311 964
515 394 476
143 273 921
406 126 584
121 285 125
81 54 276
518 216 312
296 363 401
35 146 291
372 95 190
271 257 223
232 346 600
439 515 549
121 2 914
163 108 933
20 330 604
458 383 700
357 177 612
168 266 46
340 196 625
24 511 854
164 112 314
163 210 897
388 344 191
480 235 289
148 383 478
19 406 117
131 178 751
5 461 635
257 458 20
395 142 278
1 469 908
123 417 493
207 15 705
22 148 595
108 484 842
137 496 310
197 212 261
266 290 508
334 187 63
406 6 857
261 37 954
65 266 816
246 115 676
256 114 952
88 486 703
515 282 96
128 371 667
52 330 968
457 462 979
496 128 43
190 356 362
28 377 200
332 518 993
18 116 830
20 82 416
150 335 826
357 378 998
142 143 948
124 62 580
195 413 793
82 331 686
354 498 253
415 200 979
515 489 795
203 311 75
71 84 955
123 159 47
274 156 262
452 179 46
496 329 716
51 378 804
275 88 493
67 39 440
171 28 624
384 329 666
200 2 860
518 67 910
311 239 575
235 508 434
44 164 703
287 142 658
147 218 10
226 339 605
265 256 294
239 123 424
340 502 17
112 328 312
354 406 451
81 519 606
201 196 777
87 450 693
54 121 178
142 128 366
178 164 486
157 177 254
332 229 838
174 35 125
28 251 828
174 83 393
473 394 296
283 239 612
199 61 790
489 147 520
174 211 320
457 404 221
486 22 516
392 395 145
442 187 701
235 440 752
146 478 155
45 437 350
367 28 759
178 200 633
502 415 448
492 218 270
15 164 132
518 438 973
492 14 188
2 254 844
328 305 503
287 203 525
439 484 379
88 460 907
92 28 727
457 398 187
467 346 120
252 340 447
474 139 687
128 199 899
203 449 140
179 176 88
20 230 964
462 195 847
67 492 577
153 269 996
303 396 367
511 237 620
37 139 71
20 290 510
112 5 360
142 462 983
24 232 207
315 142 704
346 371 664
51 228 210
273 112 599
296 273 731
246 6 182
2 95 316
203 196 387
261 354 776
470 491 793
264 470 762
142 31 115
469 498 823
271 257 84
212 200 218
377 202 79
401 199 235
165 334 55
515 518 563
31 168 634
131 427 888
13 265 476
147 114 992
394 174 961
390 165 713
156 392 637
460 114 532
87 116 326
20 442 281
377 165 689
6 201 720
305 15 589
442 438 390
128 148 301
241 2 139
95 71 613
227 148 667
212 150 506
142 35 293
450 436 405
128 508 488
278 357 422
439 313 568
82 356 890
442 122 657
486 141 190
138 230 395
498 428 405
210 415 48
22 194 739
254 15 594
58 52 532
519 52 879
283 406 61
403 287 249
282 112 628
108 20 601
327 87 675
190 2 456
287 20 421
108 5 766
342 13 688
82 128 219
164 330 988
455 168 426
266 81 534
278 285 691
156 380 151
165 266 348
204 51 686
212 406 789
196 503 901
35 202 180
425 356 233
346 495 163
318 256 188
333 14 35
271 516 560
248 18 662
452 115 712
22 403 227
54 142 253
159 474 175
353 126 224
470 257 283
43 213 924
425 128 150
478 176 972
371 108 960
237 384 87
334 31 141
111 257 936
126 237 578
333 54 521
213 257 370
495 371 35
287 355 2
212 226 167
82 441 296
264 498 749
61 95 266
503 519 832
448 457 403
434 52 54
84 434 489
177 83 511
82 502 843
332 394 881
163 506 146
519 272 482
20 67 668
115 437 215
207 515 30
457 427 997
458 113 559
208 394 98
439 450 4
201 171 782
417 14 137
212 434 462
85 346 109
355 63 844
486 497 354
202 201 776
503 357 831
353 355 200
147 326 90
83 15 17
265 312 183
84 24 382
142 354 154
441 52 1
480 316 791
35 392 37
63 176 960
212 187 56
460 506 173
78 508 715
377 378 397
425 156 660
495 426 603
131 504 280
428 353 743
31 210 984
142 457 928
157 495 333
486 485 431
506 52 124
120 62 223
252 261 200
508 344 839
511 346 206
449 516 589
165 178 844
441 508 591
216 87 440
367 237 158
425 153 146
174 37 142
131 315 644
388 504 150
123 237 280
226 256 337
357 123 480
84 58 244
504 115 994
367 202 352
178 283 4
448 257 408
296 115 255
66 461 323
326 199 178
237 153 197
108 478 311
296 197 688
156 190 971
495 290 583
73 498 500
395 127 708
269 210 240
174 491 314
20 6 234
413 147 132
92 137 669
226 264 422
237 452 394
340 254 478
142 12 805
291 246 741
296 227 779
332 2 204
131 353 258
287 202 286
485 6 546
187 52 99
126 71 16
381 88 476
190 108 816
511 51 783
398 425 901
271 165 65
356 508 196
112 108 588
353 58 451
394 461 582
101 231 864
518 367 990
455 404 73
126 35 44
65 24 140
87 497 511
502 257 105
227 95 52
458 212 688
441 67 602
502 13 131
391 20 381
82 495 60
237 448 257
206 414 45
37 35 837
363 108 786
431 406 61
79 66 570
139 111 967
79 511 647
306 495 954
251 333 290
380 325 636
108 9 265
31 246 721
401 388 718
484 199 174
176 87 635
137 66 224
382 142 148
332 470 188
178 150 80
449 115 794
57 147 851
156 229 883
108 164 227
101 431 261
20 461 589
380 152 196
248 203 847
371 115 515
47 239 415
458 266 685
229 66 642
152 113 54
252 502 100
199 22 152
439 478 51
230 390 602
296 511 980
473 417 155
226 63 153
6 264 462
194 377 325
394 200 372
414 336 486
444 436 617
496 210 364
65 108 212
519 238 588
133 216 826
367 13 497
19 458 738
296 81 880
329 81 619
13 28 667
437 495 307
452 63 882
472 346 932
190 395 631
202 15 259
105 328 922
203 19 573
133 62 633
402 230 785
174 501 109
431 436 949
287 211 279
120 212 974
108 7 44
312 87 614
45 84 156
201 266 137
147 256 620
413 212 127
112 71 91
37 273 690
231 357 444
146 28 450
448 340 690
516 502 805
202 19 499
155 504 537
473 141 180
469 417 160
296 489 709
363 497 865
276 345 160
71 123 344
508 515 496
247 200 762
196 367 407
381 113 7
139 65 543
378 147 297
503 213 77
37 248 856
287 235 163
306 495 972
108 114 388
256 287 907
331 467 305
501 404 146
84 147 762
79 457 955
6 12 581
390 257 903
472 95 678
495 248 857
142 287 673
316 388 519
108 196 624
235 108 584
504 112 594
137 120 794
143 278 601
5 470 162
18 28 712
241 486 668
417 318 624
257 210 262
446 416 919
63 219 191
178 472 116
1 139 97
265 473 735
334 15 478
326 495 39
444 478 539
457 67 956
92 436 489
462 455 494
237 115 559
450 239 472
346 427 75
230 28 18
115 498 424
449 479 890
356 404 948
201 15 303
502 282 358
355 403 409
232 15 758
63 474 208
156 150 950
2 388 329
440 398 751
2 251 540
331 200 195
299 269 486
20 159 445
171 470 563
342 388 905
163 179 711
133 246 144
495 450 431
391 444 402
489 37 544
14 157 757
84 71 225
156 296 491
112 35 697
371 353 836
20 146 814
448 425 161
230 108 671
212 190 929
122 161 158
179 2 554
163 313 342
1 67 7
20 450 531
178 441 266
251 398 680
143 153 496
457 496 870
356 426 510
458 305 735
237 6 386
108 331 974
403 65 12
137 156 627
194 187 897
426 178 89
84 260 629
127 71 643
116 207 422
491 489 799
450 239 923
391 22 858
139 355 877
316 252 685
156 462 571
133 506 196
19 431 545
87 39 559
24 239 226
516 486 690
31 511 502
457 437 47
331 440 289
372 94 242
316 194 192
428 115 934
485 274 811
437 331 153
229 142 451
398 127 469
15 452 761
174 66 320
79 332 158
341 76 756
371 231 934
189 103 952
153 461 157
187 239 91
128 334 331
12 274 625
328 470 930
450 480 93
380 216 90
287 278 713
324 113 517
112 326 991
384 442 573
128 82 424
159 444 522
448 506 598
367 112 637
58 1 478
450 95 355
117 502 93
417 67 13
196 201 527
384 115 476
73 87 934
63 202 99
87 142 714
202 486 323
84 355 432
489 318 844
502 108 38
171 231 134
6 354 486
491 496 269
436 142 957
153 187 946
257 67 347
515 296 538
185 413 741
161 152 759
127 395 59
340 378 713
398 6 87
340 398 733
210 246 879
177 489 83
328 216 808
340 333 958
44 115 147
13 185 610
133 428 142
129 166 227
212 154 693
315 390 727
195 91 646
371 30 70
229 62 863
457 452 105
84 6 810
516 122 332
62 24 895
165 252 613
256 398 75
334 434 674
457 92 778
84 239 558
139 237 985
516 58 443
116 498 124
156 315 464
155 356 451
356 61 880
293 261 628
238 20 408
330 406 145
440 442 258
157 519 651
496 51 223
457 197 207
5 54 723
108 333 201
248 145 825
147 316 978
346 327 614
76 310 189
157 296 728
66 163 568
212 296 975
63 334 104
442 237 885
502 497 153
290 95 666
142 67 36
131 171 369
116 44 475
502 143 846
9 321 92
213 353 860
226 197 29
18 502 728
329 84 937
495 252 319
203 13 59
438 401 133
95 62 783
448 42 732
251 504 348
283 316 257
13 438 775
316 28 735
85 139 675
334 355 981
252 452 770
395 346 443
147 328 967
2 35 670
63 227 509
219 508 381
519 305 68
306 174 408
474 448 568
355 210 440
82 51 949
195 141 498
165 126 200
329 155 623
332 235 569
275 312 445
508 139 696
261 434 562
171 147 536
128 355 577
346 187 639
171 515 344
438 116 544
391 457 264
265 306 422
278 502 947
54 123 868
502 197 912
14 469 858
363 313 795
353 195 557
5 278 792
395 506 748
388 157 616
378 486 514
442 486 28
474 20 626
22 485 957
133 199 122
115 440 864
20 313 993
142 121 726
85 484 205
331 219 431
470 92 440
73 342 633
190 355 528
187 390 374
425 52 897
195 290 286
457 44 349
15 216 830
6 440 275
272 511 591
442 142 176
22 506 1
382 495 733
201 231 422
437 95 131
12 65 322
458 378 475
22 511 421
392 350 799
354 395 643
238 328 905
123 504 819
313 426 341
423 237 860
197 230 243
219 28 450
346 187 15
271 28 583
126 91 803
95 201 62
274 82 773
15 434 59
95 131 571
203 438 572
181 237 494
142 82 800
91 76 643
430 110 139
273 208 247
356 502 97
457 228 190
293 6 941
179 296 385
216 108 739
251 58 344
305 51 902
237 340 551
178 133 541
15 254 546
44 142 900
353 478 780
24 20 528
229 157 398
388 28 927
474 6 313
401 265 504
413 508 112
519 2 962
3 230 794
252 210 350
67 112 248
122 318 84
388 108 685
157 248 737
54 171 131
115 91 182
230 15 364
7 161 162
469 30 616
24 404 258
491 20 681
226 448 545
20 5 576
426 114 238
363 504 963
12 439 434
257 122 67
498 261 850
438 20 55
440 52 863
442 436 626
210 194 804
265 142 934
418 9 209
282 141 991
235 183 585
83 496 407
122 415 862
450 324 469
486 22 23
438 133 295
187 47 441
174 518 767
139 428 830
484 278 25
148 61 146
480 403 214
346 12 627
344 502 435
108 382 918
469 355 243
232 519 261
217 457 556
123 264 384
423 511 980
470 271 249
480 357 883
168 138 455
123 231 742
91 256 433
2 190 408
238 213 653
43 496 600
239 91 566
282 371 687
146 434 687
178 367 241
228 141 775
390 246 618
35 434 974
153 123 42
142 248 473
518 354 835
461 508 155
12 142 555
442 271 652
511 197 711
426 502 322
231 58 653
356 227 335
143 235 88
497 311 791
71 171 396
65 143 390
203 178 812
252 67 26
6 331 778
52 461 749
142 71 605
146 54 597
480 133 399
484 237 929
506 441 712
257 37 774
372 508 145
491 417 938
492 374 513
312 265 357
371 42 874
47 426 139
519 354 560
377 108 549
83 5 191
437 65 693
200 216 392
212 62 148
116 486 130
257 73 692
252 20 280
43 226 688
6 455 531
275 143 348
156 355 774
92 460 154
186 440 75
266 437 652
185 470 531
212 12 921
63 388 129
486 146 323
452 265 630
153 455 338
203 446 513
82 440 812
1 403 267
235 143 714
79 381 656
210 137 708
261 139 506
333 54 118
353 327 641
239 354 958
108 176 130
22 502 238
478 448 398
142 87 766
199 88 783
147 332 966
508 66 752
199 122 497
32 66 94
186 480 450
384 332 733
478 237 451
133 305 575
2 229 22
193 62 568
95 486 908
113 62 240
264 444 434
37 177 202
95 403 156
519 178 954
121 508 301
357 340 201
131 506 799
519 108 70
237 197 329
20 403 626
63 428 902
457 252 235
20 328 915
342 325 514
469 287 736
485 95 318
212 227 743
79 122 287
168 135 988
66 312 81
452 429 10
238 157 503
275 346 370
122 356 438
101 388 315
342 508 550
231 478 701
219 15 184
449 14 662
353 163 731
395 108 736
272 425 497
257 502 77
127 301 906
82 22 208
511 142 193
228 457 67
500 31 853
79 6 482
141 311 784
495 274 886
42 312 110
319 232 984
178 300 544
511 272 420
457 449 933
363 147 635
377 257 282
452 329 121
142 42 553
178 91 653
127 518 861
35 439 876
269 501 191
176 354 329
178 7 956
327 423 41
95 473 220
85 448 694
62 120 119
200 20 777
450 452 792
437 1 711
452 84 726
413 238 293
241 426 73
384 417 164
305 355 431
440 239 473
194 263 861
237 22 718
12 355 233
143 296 767
274 316 878
508 426 140
226 195 6
238 150 601
37 437 527
132 182 418
14 58 293
306 73 252
153 257 190
340 28 580
397 400 781
355 126 510
473 398 140
261 332 570
470 28 16
511 114 134
247 92 374
156 65 423
383 207 478
502 152 986
469 14 221
327 2 529
12 108 178
207 278 364
354 248 392
76 434 682
241 486 78
417 2 720
203 126 193
196 388 579
108 491 802
491 37 968
159 305 92
179 95 669
216 127 800
247 159 311
480 88 506
165 442 208
239 247 556
142 446 224
83 253 256
519 403 297
22 18 207
312 469 920
26 33 439
143 142 499
248 142 590
67 332 261
478 231 178
315 346 681
296 484 542
183 146 627
115 176 31
380 415 548
210 211 401
85 48 769
139 506 816
439 67 386
183 439 249
434 287 302
174 24 553
171 108 746
440 178 300
115 446 768
2 194 280
334 293 102
159 238 116
235 457 837
474 246 130
328 22 601
218 138 670
203 388 562
212 506 221
515 2 372
178 216 454
116 235 296
15 428 935
18 502 827
326 196 338
382 190 907
226 155 328
455 232 752
257 503 727
491 315 204
280 424 394
460 251 519
513 63 233
143 427 461
248 114 896
261 231 380
22 504 489
501 346 840
54 112 241
212 460 283
15 353 484
354 44 993
5 165 199
271 174 48
278 152 185
195 287 398
127 202 909
448 84 824
307 140 535
66 296 16
363 269 593
45 187 626
518 6 523
285 156 9
108 470 347
44 15 353
146 503 807
24 58 804
485 212 810
91 318 239
59 156 153
65 79 737
441 355 13
239 138 744
382 272 62
486 186 418
91 230 934
153 367 86
186 112 591
470 263 929
271 147 949
146 19 652
91 452 385
115 203 956
65 469 445
45 278 766
183 265 526
15 313 552
272 486 625
2 312 93
171 340 83
131 296 957
264 444 531
334 426 45
186 237 825
229 484 368
388 115 263
2 232 264
318 478 790
515 442 272
73 210 772
203 383 246
402 382 858
313 171 691
272 342 473
42 508 964
367 355 973
153 357 302
266 116 351
165 486 447
91 232 403
5 398 232
266 176 868
108 128 768
391 147 578
115 194 15
202 153 372
15 5 539
402 423 34
35 486 195
516 142 858
333 271 208
485 210 802
502 154 213
519 19 463
491 316 850
212 165 881
203 138 767
285 76 796
54 157 579
248 378 999
15 186 631
114 239 392
143 13 45
329 241 570
58 248 687
228 263 952
65 266 443
238 19 905
371 174 211
502 148 470
328 115 149
1 239 136
504 22 810
355 6 227
508 195 243
263 20 858
108 346 598
316 241 64
426 446 801
139 344 587
15 131 918
315 237 782
296 152 640
381 457 560
472 66 425
112 92 765
83 304 762
91 355 88
179 431 375
516 324 193
395 142 894
20 367 103
178 111 352
195 452 534
457 159 748
356 212 735
417 516 818
455 7 215
185 127 530
436 218 464
444 423 977
269 266 493
486 114 533
79 122 604
239 438 984
237 417 363
28 88 668
508 444 918
457 139 257
73 54 429
436 238 26
179 87 508
256 235 979
498 484 648
52 437 901
480 142 210
484 340 121
398 159 906
212 267 668
287 469 715
356 196 717
133 367 200
498 363 638
131 152 731
444 427 882
211 503 715
31 157 657
210 201 757
247 28 793
31 265 831
63 153 847
457 371 967
53 67 586
436 63 71
486 496 302
121 65 883
315 272 427
346 95 918
101 313 498
73 305 537
353 330 218
394 96 251
377 147 624
486 377 349
437 156 59
226 210 413
403 489 881
252 458 720
116 383 989
115 478 251
154 164 324
62 161 989
137 51 862
237 226 35
153 51 249
355 329 282
502 62 488
95 426 556
503 461 859
116 363 549
496 237 858
165 491 70
113 423 842
282 457 608
88 265 622
305 428 450
200 394 903
127 448 515
95 378 556
326 199 602
179 249 467
489 431 10
470 287 556
502 159 161
305 492 808
35 165 973
342 127 255
212 394 8
163 15 55
133 237 656
210 203 132
290 179 999
382 367 928
52 458 384
239 427 378
159 49 678
381 489 839
161 200 634
146 122 167
264 502 626
406 31 503
6994 10000
3057 1959 478
3876 3505 717
89 1295 530
3825 1210 832
6194 3414 667
1900 6154 461
719 1189 607
3763 1210 44
1966 5792 969
5332 6491 742
6022 6908 694
6838 651 269
3505 318 580
3554 2606 160
1320 5040 930
6457 1622 90
5664 4206 215
5661 3211 562
2991 5515 893
2713 1277 533
817 755 120
2007 6625 33
5447 1803 220
50 3506 842
3187 6816 721
5700 3524 405
6294 2344 89
486 6938 709
3200 3986 620
5725 2973 773
4401 5877 89
4041 5076 448
1617 6820 240
1345 5367 876
1852 2671 295
6790 3866 772
2421 4533 694
2423 129 964
2254 6282 65
5881 1145 379
5830 6425 991
3204 1793 612
2864 2263 243
6340 5308 475
751 4926 145
6669 5351 80
5511 6412 754
343 1885 866
1590 6850 60
4688 5335 844
2730 4932 971
922 3967 177
5144 4989 630
4278 6625 279
6947 6803 210
3283 5633 217
4720 3570 499
5085 2860 570
2499 4623 982
5014 184 139
5786 405 357
5095 1178 650
531 3298 374
2499 3827 664
4868 2700 459
3740 2076 427
5477 1336 170
4304 481 198
3621 3367 236
3211 1074 283
967 1243 602
5557 6008 88
6521 3283 565
2915 4075 102
6474 5661 123
3539 3259 501
4479 4257 747
4649 2276 623
1428 4278 526
426 6797 246
817 1695 460
6591 273 287
5335 405 303
3034 2915 556
3211 4288 464
4254 4357 187
3751 1336 18
5343 2825 295
3428 3991 709
3385 5864 746
3521 224 33
3264 5095 75
4479 5278 614
3825 3702 477
1174 2386 106
4352 6690 862
2364 4321 374
2994 986 537
5406 4493 824
4688 2524 965
2257 1533 940
4579 903 274
6262 6918 649
4072 1823 373
1189 2864 730
5547 6187 488
6491 6653 675
6474 615 305
2202 1428 311
3374 342 718
1795 5383 862
4614 1074 47
2524 3140 823
6993 6687 764
3431 6932 81
5298 6246 763
195 1363 455
175 5042 665
6781 4953 703
3268 2196 621
4483 6075 160
4363 1915 816
5944 1698 979
3752 6142 94
989 39 932
1371 2163 150
1316 6144 104
2856 3171 18
2467 955 560
3515 3209 587
615 1336 998
3067 440 43
5864 357 41
135 2573 132
6186 4623 663
2174 601 5
1210 4866 301
5945 3668 370
2202 4483 44
4288 175 504
3821 1294 178
3034 5077 322
4350 2719 728
6262 1210 853
235 3333 353
6830 2858 455
4693 175 181
6093 202 453
2355 4882 214
132 4837 754
4739 5522 694
481 719 406
357 6491 68
5323 4777 824
1921 466 489
4304 1300 260
2772 4297 868
5883 1117 787
6690 4619 325
394 3254 815
3655 3740 401
5585 1130 304
3646 1285 489
5649 5540 494
2657 3868 573
6653 1336 828
2864 6480 895
3076 5898 17
1211 1665 563
2160 6596 333
2862 3367 33
1583 6451 70
6850 2047 896
5321 2853 88
3992 4711 168
1014 1602 126
460 1800 381
3055 4421 548
4688 6491 978
1336 405 281
3813 1390 700
3264 3996 301
6796 3789 916
5095 5492 567
276 6794 914
2134 865 111
1876 4555 958
4619 4083 740
4776 6410 734
5129 2108 708
1584 5471 808
4110 4721 103
4961 4189 556
3435 5025 204
3200 6341 122
2545 334 496
2183 6272 555
252 6370 477
318 1882 455
3283 2915 155
6825 3611 657
5572 4278 969
5077 2386 157
2872 4042 266
357 1074 872
5416 235 909
4072 2196 187
1794 3567 871
5219 6994 331
6318 5000 227
2386 2196 41
6578 3140 932
4075 481 225
3935 6356 633
3505 1363 662
4878 3986 706
2485 4232 851
6460 6486 351
5218 615 186
3030 5947 725
3394 5944 874
719 2524 816
4856 5143 795
3814 6720 463
6491 1029 713
4568 6653 304
6862 615 492
5661 4464 115
2196 1823 852
129 3951 711
2866 5222 817
225 318 320
1903 115 564
5545 4151 353
4538 858 402
4083 132 969
5262 4166 290
3827 485 414
1544 1473 494
4777 5298 968
5477 1306 868
1675 5262 100
2051 3722 215
31 2104 610
5323 3034 254
6824 5463 458
1117 1352 645
4866 318 466
4198 2546 97
3172 2260 989
4777 4278 675
4304 3204 243
1055 5341 97
6633 2310 699
2068 5477 367
6848 4025 249
1432 4534 409
3752 521 830
6932 6111 377
6193 4551 24
4697 6484 718
1526 6030 612
2985 5338 248
582 6146 897
699 4327 867
3769 1393 933
4234 5069 486
4555 3951 35
4483 4894 976
2423 3034 40
1159 1652 588
481 4688 147
2695 3453 779
1200 5702 240
4870 1419 885
4278 3986 492
2196 6794 497
2479 6876 976
2116 6323 592
5176 4346 139
2327 451 322
3876 4278 373
4797 2706 678
6578 4777 904
343 3763 886
4454 4408 909
5916 6160 976
601 3890 997
3611 5218 4
343 3763 542
6364 6417 110
6918 4837 712
1014 6152 913
3996 276 720
6089 1154 982
5661 2263 202
6720 6229 324
4576 6023 824
426 1472 452
1579 1802 212
529 3367 695
5077 6820 635
6262 5570 807
5974 6089 136
1882 6653 6
4721 2524 556
1939 2084 521
6785 4818 506
2334 153 36
6555 4126 744
6356 1336 625
175 4278 70
3611 3204 697
3117 1205 928
2689 1845 125
1788 2634 976
615 3200 902
3283 2590 181
5444 3392 361
742 5387 854
3677 2386 22
4304 4693 304
4075 6794 608
5790 575 27
5122 712 452
4384 2056 217
4475 3742 439
1265 1151 140
4072 1885 156
4191 205 529
5786 6096 474
4894 2700 672
2068 4083 472
6113 3671 988
405 4517 688
3431 3505 226
1303 277 132
5098 1717 65
4072 3200 316
2263 6480 489
4623 4619 358
6820 481 827
303 6661 196
1340 4654 765
5217 725 506
1645 2373 777
6075 5095 183
3619 1704 818
3825 2202 850
995 879 741
4175 2202 326
1823 3055 617
2655 4871 899
2276 481 919
272 291 648
4072 276 898
3140 4186 166
1719 3596 460
6653 5323 27
4038 1487 577
3121 6384 489
2864 4049 127
4613 3998 964
2820 6189 44
4338 498 339
4837 4693 693
3015 3054 198
3265 4802 113
4894 2700 174
6803 3004 556
6848 1089 439
5927 4529 220
5592 651 764
1660 1794 305
5079 3765 550
2864 6111 548
4288 3268 987
6097 6316 353
1885 4421 314
5592 442 86
4083 3055 130
719 4894 217
559 3031 871
1029 2615 117
4721 6653 21
680 255 422
4580 3722 512
6491 4483 121
4859 2043 793
5864 6246 596
3218 4986 479
4083 4304 476
4216 1621 733
5864 2196 309
5335 6246 19
6690 3702 769
6438 3899 690
5876 4299 227
4360 4568 762
4894 3825 455
2798 3508 299
5561 4388 17
2322 2071 618
4306 2931 886
3268 6862 665
3512 4260 179
6036 1212 778
4943 6482 293
4288 2068 723
1734 6051 709
357 2864 461
6082 1754 260
4517 4555 105
6862 2263 224
2840 5477 296
4375 6503 23
1716 671 221
3825 5543 698
5503 3541 532
2702 3893 24
703 1075 186
4619 2196 435
3034 1363 566
2386 4075 300
659 5128 286
642 2624 260
1191 5903 613
6819 6735 693
4593 404 850
132 6262 926
2615 3385 483
537 5729 798
3473 3555 329
2120 576 2
4026 3710 182
2929 118 703
299 3683 728
298 701 573
2276 3140 801
1365 974 689
3634 2196 734
3268 4288 695
829 4895 386
5824 5474 59
3986 4721 255
5389 1022 381
541 6448 686
3140 4721 163
3283 4075 460
4278 2263 654
6991 4824 57
6587 2178 792
3055 3204 142
1178 3431 298
3004 3455 472
5689 3696 946
4754 6548 237
5011 5857 243
4555 4878 765
4623 6690 444
5867 6701 648
6793 5811 634
3825 4464 811
1921 5633 454
481 405 924
5633 3702 197
4787 5372 491
2609 6899 182
4723 6922 463
6186 132 78
992 6066 566
1306 1092 88
220 3934 951
4623 357 943
5393 5054 212
4066 5065 681
866 476 275
1029 2263 981
3330 6690 833
869 205 38
4072 4421 639
4614 4794 552
1306 2524 975
4180 3002 458
6836 2571 445
175 2196 375
5768 5975 816
5323 4614 757
1862 2337 81
5289 5084 411
5633 4568 312
5981 3962 371
3204 1650 389
4464 5477 275
3763 2263 660
3702 2668 55
3055 3256 544
5311 1005 784
3986 3055 511
1882 1210 703
4265 470 952
120 6265 340
5871 2207 27
3142 6758 537
271 3630 938
3825 2864 126
6111 5256 182
3115 1240 230
3443 4734 112
160 6966 967
6332 4370 700
518 5300 789
4619 1617 802
2612 2538 435
2915 6690 87
4568 6075 447
2398 6099 765
4714 908 769
3892 6055 82
3842 6004 865
5344 4110 729
4517 1074 190
3431 6323 855
3812 5697 178
4396 4289 35
2700 4721 863
4083 6477 427
4084 5662 633
3503 4070 752
6874 6738 739
6111 3751 210
6 5218 857
3638 5973 172
950 4685 85
6205 1299 632
5797 3408 378
3344 6563 293
1336 3385 848
3128 3629 37
4272 6300 244
6674 4367 583
283 6486 797
1835 3082 474
6984 3298 635
5335 2196 184
58 4698 402
729 2778 21
3900 4316 729
6111 3091 304
5298 6801 363
2202 6491 803
5772 1185 759
123 509 785
5661 6246 808
3609 5126 58
1092 3751 884
4899 3828 372
4724 2363 569
1206 3414 274
3069 5661 712
2840 615 617
4568 5633 123
3283 6195 466
1029 4721 158
4897 4737 415
4769 2844 451
981 1605 468
1428 3034 71
1210 1921 194
188 2698 334
2181 4574 404
5839 5618 490
2704 3317 261
2454 6015 500
713 4607 401
3996 3204 204
453 4843 720
3283 3751 969
1617 4623 159
2232 6546 960
2824 1062 481
3398 5934 455
2444 5487 64
1508 1718 803
938 2631 744
774 1120 402
466 2915 862
1666 2060 461
4581 1096 884
719 4464 34
5190 2743 277
4837 112 9
3264 6474 997
405 4693 270
4173 478 74
3211 4777 849
6679 4996 326
290 2524 354
2864 1074 620
5945 2608 446
1428 4075 921
5845 5792 225
4243 2210 401
4479 5415 162
3333 864 473
3518 6474 70
1336 184 43
2205 3320 77
5381 5306 350
194 2580 800
2528 3319 368
2482 95 778
3565 6199 924
3037 381 750
5335 4721 820
5379 5200 967
6760 6064 808
5704 2311 493
5355 3204 689
4464 4878 822
6825 2524 639
6918 5909 549
4623 5095 767
4878 6653 35
6533 4971 269
5704 1306 746
5256 4604 340
1211 2082 99
6316 1453 875
3751 4453 96
1202 3870 17
6530 2267 267
5477 1363 161
867 3140 34
3747 1262 346
4995 5583 686
2423 5477 359
6491 4175 27
3268 1428 148
1341 3055 186
129 175 982
4572 2100 678
1199 4782 233
1092 276 168
361 85 134
719 356 480
276 195 781
4988 5612 835
4243 4529 514
867 4483 79
4777 6578 852
6690 3055 146
4688 2515 778
4721 4075 800
3751 2700 573
4684 4702 872
6358 5924 253
4083 1510 868
5633 6820 80
466 5335 88
2853 5361 598
2001 772 741
1611 1072 747
5273 4671 689
6078 197 853
3205 4518 144
5661 4278 290
5477 195 736
6936 6232 276
2367 3025 817
4481 5773 988
567 5670 414
6768 6146 141
3751 2840 797
1554 6937 930
5477 4288 278
2891 6557 663
1795 2177 850
5926 5374 453
4639 1279 684
974 2093 599
531 5454 914
3693 4525 930
6246 3876 990
6241 1830 22
3180 5158 686
6019 3887 536
6246 5355 615
4175 318 339
2939 1727 229
1074 175 420
1405 4077 442
2202 6932 189
2311 718 64
398 1965 737
4288 6578 257
6231 6005 96
3203 1139 854
4623 3827 591
1921 1092 113
6186 3055 546
3341 5077 357
3204 4894 347
6111 6480 518
6693 908 828
867 5298 641
1473 54 1
4894 2864 793
2575 6240 840
