98 100
13 1 10
1 35 92
26 16 74
19 60 73
43 78 35
45 71 66
19 2 70
6 25 24
61 22 50
51 19 62
39 22 73
20 30 78
4 6 13
30 44 51
22 70 7
77 58 86
64 53 16
64 66 96
75 16 30
4 53 76
32 22 84
59 14 49
18 4 91
47 27 35
22 18 72
70 32 52
39 1 22
4 62 69
63 18 68
55 42 97
52 78 51
51 73 100
78 41 36
53 100
24 36 16
3 6 48
27 8 99
27 11 69
8 36 53
26 24 12
35 34 19
50 10 34
11 5 66
5 45 10
38 5 49
1 7 8
21 38 91
18 8 60
50 5 39
51 20 22
11 53 4
5 17 77
46 32 32
5 21 87
44 53 99
10 27 84
19 50 9
7 53 65
7 9 69
9 15 96
36 23 43
32 28 68
21 17 43
9 36 37
29 10 11
23 32 77
42 47 70
35 50 58
44 10 88
35 41 18
17 10 96
25 46 24
17 8 88
44 50 43
38 43 1
27 17 54
17 44 98
11 24 53
33 26 47
50 11 30
8 53 57
50 5 74
28 5 13
9 11 50
24 36 19
41 53 91
8 50 63
32 24 24
32 23 37
9 48 75
27 28 35
15 21 64
17 21 84
38 12 77
49 50 3
50 36 19
38 21 12
27 17 34
13 23 99
9 27 56
28 20 53
41 36 23
10 28 35
27 36 75
10 5 75
24 4 27
21 8 72
27 50 100
8 27 41
5 44 32
44 17 11
52 23 50
35 31 6
28 3 11
41 38 24
30 34 53
40 27 70
42 8 47
47 2 58
49 14 52
32 28 1
10 27 56
53 36 69
21 32 66
24 23 70
32 22 24
8 37 69
32 53 88
44 50 78
27 50 48
16 44 21
7 35 11
39 35 64
17 41 57
30 100
4 2 50
20 23 62
24 20 89
5 25 39
26 28 68
15 28 29
27 13 32
4 9 2
27 7 45
30 7 17
5 18 84
3 13 94
10 15 19
4 14 51
16 24 66
26 27 37
23 5 11
12 28 39
19 29 30
27 3 79
12 13 93
20 17 35
17 27 37
16 12 36
20 13 52
15 4 51
13 29 22
7 17 100
30 28 3
17 2 37
15 26 63
13 5 80
7 27 67
13 23 58
27 20 68
5 26 69
2 5 71
27 20 64
28 3 63
19 16 24
28 29 47
16 19 5
27 8 14
26 2 50
22 2 82
20 19 68
5 17 24
1 22 47
20 12 61
15 20 24
7 3 58
1 18 75
16 24 20
22 27 31
20 21 94
22 28 49
3 17 61
27 28 91
4 14 28
3 17 6
13 18 36
8 22 51
8 17 15
29 17 97
8 28 80
13 10 97
27 10 53
22 7 39
16 28 7
26 6 76
13 18 93
17 26 66
4 29 61
29 4 79
22 20 7
28 2 11
10 27 60
17 3 52
20 16 69
7 13 61
8 9 63
17 3 43
10 3 22
4 10 40
17 1 18
21 24 51
29 10 73
5 2 95
14 10 22
13 27 45
17 22 36
13 7 67
20 12 3
7 8 62
29 8 53
3 13 61
24 30 83
19 11 29
8 30 45
18 1 59
33 100
24 25 52
4 21 68
24 15 81
17 24 9
12 9 94
13 9 75
21 27 17
20 32 44
3 29 2
15 12 60
8 29 84
24 28 52
29 26 14
9 15 40
17 31 92
9 13 100
15 26 58
25 14 26
15 13 44
15 23 38
6 30 89
26 13 61
22 33 58
17 12 38
32 24 36
24 25 76
26 28 76
5 13 19
28 20 92
28 24 31
2 8 31
8 17 2
12 13 93
8 13 37
20 19 20
12 3 53
23 29 49
2 17 40
3 12 35
20 4 25
21 26 2
2 9 42
3 8 8
25 4 95
9 15 16
4 3 46
25 15 35
21 29 3
8 22 97
5 26 50
17 32 41
9 3 19
25 8 81
17 6 29
25 2 36
5 29 24
17 13 6
3 9 74
17 24 100
16 4 30
26 2 88
24 26 17
28 9 9
23 24 40
3 25 55
21 23 95
17 12 56
29 13 24
28 17 64
21 29 76
29 17 86
18 1 74
3 21 72
15 3 21
2 12 78
18 11 52
15 21 55
26 17 1
26 10 20
2 20 59
29 30 23
28 18 29
32 29 2
20 24 25
26 8 93
26 4 53
17 29 13
2 8 20
3 13 64
9 3 4
20 11 62
16 17 31
14 7 48
23 12 100
4 18 14
5 23 4
20 21 35
24 17 84
12 8 14
18 24 10
57 100
15 1 47
36 47 83
20 47 54
3 47 94
11 50 77
47 16 67
6 13 91
53 18 96
57 53 10
8 26 7
16 23 12
30 3 57
50 10 84
54 6 50
16 6 9
42 37 63
14 31 37
49 17 13
47 53 100
47 38 70
52 41 30
31 44 31
6 49 37
50 57 23
53 39 29
11 29 59
4 53 13
47 16 88
16 40 28
37 22 73
5 52 91
14 16 78
25 2 33
43 23 40
11 23 59
27 3 84
12 14 16
53 14 31
11 3 68
13 48 41
34 24 18
15 43 69
14 3 41
18 40 6
31 26 68
52 31 66
46 37 81
13 57 91
6 54 61
50 33 8
33 49 63
32 17 63
3 16 54
18 23 52
33 47 35
13 36 10
30 56 7
54 11 3
33 9 4
50 14 28
14 18 100
54 16 40
10 37 66
40 29 43
23 7 72
31 10 50
16 29 53
3 34 19
11 23 95
45 31 25
53 23 43
33 49 13
55 24 46
25 27 98
53 47 37
23 53 15
9 18 9
39 50 23
18 6 73
19 6 4
3 21 10
54 11 73
9 3 80
53 57 16
18 31 17
3 39 11
50 31 60
9 14 91
16 18 84
47 23 30
14 10 80
9 51 68
39 6 96
16 31 100
57 33 37
32 28 11
50 49 75
11 35 26
53 16 99
39 53 17
23 100
19 7 58
17 10 2
5 16 88
22 4 64
13 23 41
6 3 92
10 5 52
2 16 53
19 20 75
23 17 41
20 13 36
19 2 74
8 14 35
8 9 92
4 3 60
14 22 63
2 16 96
16 21 50
4 15 16
1 10 15
4 20 83
19 11 93
16 23 56
11 17 99
3 23 70
7 8 77
6 15 77
4 8 11
8 19 96
11 13 17
19 10 85
1 10 14
7 14 34
6 17 44
2 13 4
13 22 71
17 23 30
16 5 54
2 13 42
2 15 83
23 17 28
14 18 95
19 22 18
17 18 95
3 20 16
23 2 82
2 20 97
1 19 92
14 7 33
19 18 95
16 17 53
6 15 52
2 17 6
19 22 28
3 12 75
15 22 64
14 19 16
11 19 51
6 7 41
11 6 82
10 14 91
6 16 7
8 2 65
7 8 5
1 19 16
22 1 61
3 15 34
8 7 5
3 1 68
3 14 43
22 15 70
6 14 79
3 7 41
3 2 20
19 1 82
16 8 74
16 1 94
17 3 44
14 13 97
4 16 94
8 14 27
15 17 46
20 4 100
20 13 88
16 10 1
20 7 17
6 20 58
23 16 82
6 13 29
16 15 93
19 7 80
20 19 91
7 8 7
16 20 28
17 19 32
17 20 92
7 18 59
4 15 86
22 13 15
16 18 64
33 100
26 28 75
14 29 66
14 2 20
30 4 38
4 22 85
7 1 1
22 21 77
33 24 18
14 22 58
22 9 16
33 8 41
14 29 62
7 31 86
25 7 78
9 11 41
3 11 48
31 11 81
1 33 1
16 11 61
7 21 5
33 22 11
3 12 37
22 4 85
24 9 84
18 23 38
31 32 99
29 25 9
20 25 13
25 31 3
33 8 57
21 25 42
18 4 81
19 9 30
8 16 45
1 11 39
4 11 50
14 31 55
3 5 21
11 8 79
6 27 19
3 9 17
20 31 30
31 14 31
33 16 42
8 5 15
31 30 58
14 1 33
7 10 15
29 2 40
15 27 61
31 27 47
31 4 35
29 22 53
18 4 66
22 11 26
30 25 27
8 2 78
9 31 60
11 18 16
16 4 4
30 5 22
13 17 3
18 11 8
22 24 76
14 9 80
3 16 13
14 4 21
26 27 34
18 30 27
33 11 74
31 2 91
33 5 49
16 9 81
5 16 2
3 8 56
25 9 66
16 33 32
20 3 26
16 9 16
22 11 90
9 8 95
5 24 70
9 33 21
2 27 36
14 22 23
14 9 81
33 1 86
31 16 4
8 31 12
27 25 11
2 17 73
21 4 35
11 29 15
29 33 3
3 5 53
33 11 48
7 21 12
9 11 99
25 1 49
29 9 11
99 100
62 34 19
38 20 21
4 27 37
34 16 22
26 61 50
8 53 94
14 12 80
76 35 8
91 5 82
66 82 62
17 28 96
32 60 25
24 33 67
48 24 11
19 29 71
27 9 87
38 13 70
53 29 72
66 7 86
58 27 10
85 56 57
24 19 98
97 81 15
11 31 47
26 77 46
82 87 60
71 26 75
43 75 32
71 46 57
49 16 59
75 85 87
83 95 55
58 73 39
2 4 96
88 13 27
24 63 26
38 41 78
26 19 28
52 96 9
24 65 22
67 72 17
49 37 60
23 66 47
61 10 27
30 96 2
70 89 17
67 16 13
32 74 45
44 99 54
5 29 98
31 98 29
40 98 61
41 80 76
25 96 57
74 97 43
50 89 91
38 74 12
22 5 13
36 14 74
42 76 10
90 94 80
18 44 68
84 53 20
66 51 23
98 4 57
3 45 78
96 50 50
48 44 28
5 79 55
21 40 74
69 54 50
52 71 45
85 64 23
37 68 18
5 47 96
38 54 75
98 1 39
34 55 83
16 4 24
52 39 17
38 29 92
74 41 2
37 14 75
27 93 20
24 59 48
67 86 88
76 28 31
25 15 90
85 24 81
78 25 3
5 74 28
6 3 28
90 49 71
3 52 72
66 41 91
83 27 10
5 16 1
22 57 7
66 92 99
29 76 72
97 100
19 8 82
77 89 52
77 29 85
77 24 96
61 25 79
82 86 48
97 23 51
6 92 38
30 5 64
20 77 100
24 14 11
48 60 21
1 28 83
52 31 71
5 2 3
3 9 51
77 10 27
57 7 23
39 33 9
54 14 78
16 76 93
21 66 64
86 51 97
32 94 41
33 60 38
49 7 38
12 51 49
24 22 34
70 50 41
18 1 89
87 40 73
50 69 96
61 75 28
42 75 91
42 86 29
50 65 90
91 92 2
74 72 40
73 80 89
38 24 46
41 83 90
38 88 98
13 11 54
46 54 59
86 14 69
59 77 90
42 11 30
78 69 14
74 6 60
58 71 29
70 4 84
47 43 67
86 81 62
85 90 87
55 20 60
42 14 62
32 53 66
13 15 83
43 52 4
23 14 28
70 6 72
32 24 88
14 79 74
44 40 1
6 95 52
82 83 44
13 33 63
13 34 76
61 62 50
65 76 6
32 27 64
13 43 42
6 42 30
80 66 38
9 14 54
5 46 73
85 33 45
17 63 17
62 35 50
56 40 93
76 8 80
27 67 34
68 16 25
13 84 58
40 95 55
14 71 72
68 36 36
96 4 52
11 24 17
86 11 25
92 64 22
24 80 31
7 54 94
28 79 43
13 93 57
45 67 18
17 32 83
86 46 17
26 54 19
93 37 6
17 67
5 8 57
12 5 17
3 5 56
6 4 72
12 4 54
10 4 38
2 13 97
4 11 9
16 5 94
6 8 11
10 16 13
8 17 4
13 9 32
17 5 39
1 13 39
16 14 68
11 3 81
3 13 66
7 1 46
17 11 74
6 2 21
2 5 22
4 3 86
13 5 20
16 12 29
3 1 57
3 4 59
11 13 86
11 1 42
17 2 31
14 16 90
12 3 2
6 2 84
6 11 11
10 12 42
8 16 12
16 1 9
5 14 74
10 7 41
6 7 78
7 16 13
17 5 53
8 5 44
16 12 18
2 3 62
4 15 57
7 14 24
2 8 92
3 6 79
5 13 61
12 16 51
3 13 84
5 3 30
8 3 20
7 3 6
1 13 33
12 1 54
14 10 4
13 6 1
2 4 76
14 10 93
2 11 12
13 16 6
14 4 71
16 15 100
12 13 83
2 14 8
24 99
2 5 77
23 10 9
10 11 12
18 6 24
6 8 86
8 14 68
3 5 10
6 7 35
1 8 32
6 20 27
20 7 52
23 22 59
6 4 52
2 12 54
24 8 40
7 24 31
6 23 55
7 15 74
4 18 56
8 14 58
16 2 13
22 6 46
20 1 29
16 8 61
8 19 30
18 5 14
18 3 53
6 17 54
3 22 24
4 15 81
17 10 6
19 2 85
18 19 62
4 5 78
15 13 7
16 1 50
17 3 14
6 1 88
1 5 31
6 2 76
20 8 46
4 16 13
10 15 81
8 16 92
17 20 77
2 8 98
2 10 74
14 8 67
13 4 11
4 2 63
1 15 21
3 7 43
2 6 53
18 16 85
20 7 69
2 22 49
5 16 44
3 10 93
15 22 91
15 24 23
1 4 91
6 12 18
4 6 94
5 15 11
20 18 65
23 4 78
13 7 26
5 20 87
22 19 50
17 23 61
5 15 39
17 24 30
7 14 25
6 24 18
8 20 41
23 13 54
2 18 76
1 10 27
19 10 38
15 17 12
6 16 37
6 17 37
12 20 82
13 8 74
10 15 80
15 4 58
2 9 28
15 21 34
20 17 10
15 8 65
6 18 55
10 4 49
16 17 40
20 19 76
3 15 22
6 21 87
20 6 3
4 6 29
8 15 68
71 100
54 20 95
54 7 45
15 17 64
69 40 37
61 8 65
55 19 74
69 49 33
34 46 8
26 7 89
54 7 68
34 49 46
68 18 21
66 51 78
39 29 52
30 68 67
17 14 2
61 66 55
49 54 65
43 22 94
33 11 59
39 66 54
49 62 79
10 61 43
16 49 99
65 30 78
41 45 85
66 46 56
36 47 26
28 4 87
18 25 6
14 19 69
54 21 82
11 16 65
50 1 90
39 40 13
49 34 8
46 34 73
11 50 47
33 46 78
65 52 58
54 31 98
13 28 96
66 54 48
11 50 62
40 15 64
44 63 39
33 41 84
53 28 98
61 37 74
61 32 53
30 46 98
39 69 15
31 39 21
34 49 5
49 33 58
15 12 46
71 28 7
36 9 36
36 2 39
34 46 81
38 5 69
54 56 1
49 7 86
49 40 49
33 50 89
47 40 11
66 16 89
11 33 57
66 31 34
31 40 51
46 39 91
30 16 100
65 24 13
64 66 49
34 50 70
7 11 38
11 67 41
3 57 62
59 66 6
46 15 33
34 50 86
54 49 95
6 50 15
54 39 15
27 15 48
23 36 88
5 44 38
34 69 2
35 58 95
36 42 11
40 39 6
66 43 61
63 57 25
34 5 91
40 31 44
20 48 10
61 70 71
58 57 37
40 28 45
60 17 62
16 32
14 3 79
5 7 84
7 8 46
5 3 98
4 6 36
4 11 73
9 16 62
14 8 70
11 8 37
12 10 58
15 10 64
13 11 6
11 1 14
9 4 22
6 3 17
7 2 66
11 5 5
7 9 78
1 10 72
12 4 28
6 14 74
4 5 83
15 5 78
4 10 47
8 3 46
15 4 50
4 13 61
1 3 85
7 1 55
13 8 42
1 7 99
1 4 53
70 100
32 28 3
36 18 68
64 14 11
52 32 32
33 47 74
19 69 19
31 69 70
39 46 95
45 63 87
29 65 41
47 48 84
38 6 99
64 33 33
2 33 37
64 28 74
43 62 2
28 31 27
69 2 49
23 6 10
16 8 97
69 46 59
44 60 84
49 42 78
33 69 69
9 17 57
28 22 46
3 12 86
30 20 79
63 25 76
20 66 93
10 1 19
53 7 62
28 32 99
46 55 95
51 23 29
70 6 93
19 12 79
8 2 65
31 17 50
61 55 67
8 47 99
55 64 38
33 4 58
31 23 33
46 33 13
6 65 13
39 55 12
2 19 92
19 28 3
69 33 100
2 31 56
46 32 6
33 21 34
61 33 9
55 24 86
69 39 77
68 43 92
46 23 6
8 33 76
30 41 59
23 17 36
29 67 78
27 37 32
31 30 85
70 27 93
31 35 45
10 61 29
46 9 67
8 33 56
68 2 61
32 56 76
54 68 58
53 47 71
39 31 59
31 33 41
58 49 85
64 40 67
9 47 5
47 5 29
23 39 40
28 39 33
33 39 94
47 33 33
50 40 30
34 10 56
48 13 28
55 26 7
60 2 32
2 9 70
23 64 65
31 69 24
8 33 63
47 63 55
49 33 69
18 58 23
33 39 18
28 11 22
22 59 74
57 9 62
9 15 53
68 100
62 9 92
39 48 80
4 45 44
33 45 73
44 43 49
3 64 88
19 10 100
4 11 29
34 33 30
66 61 92
11 64 30
26 15 5
63 49 64
33 57 53
34 57 40
48 46 99
29 16 72
64 9 5
34 48 88
59 16 51
33 21 27
18 55 25
64 16 34
38 64 72
17 48 60
57 48 25
16 21 56
53 14 98
29 9 55
27 53 58
11 1 59
62 33 73
57 4 17
57 17 57
16 33 47
62 23 9
45 48 32
2 50 45
64 48 100
24 21 15
4 58 36
18 45 15
20 11 38
65 21 68
60 12 18
57 29 78
13 16 71
33 62 40
57 9 15
54 9 39
47 20 6
48 33 28
56 67 42
16 34 31
57 16 88
27 48 25
5 24 86
16 29 14
45 64 61
59 8 64
19 63 91
26 17 5
9 53 47
9 18 86
3 43 5
28 32 31
21 34 26
31 29 44
16 29 78
14 52 10
35 55 35
21 51 25
41 34 92
33 48 46
27 29 24
22 51 20
45 9 4
18 9 41
18 62 28
30 27 92
48 45 32
36 11 67
27 63 78
34 45 44
37 34 1
16 6 73
62 11 33
32 42 13
53 67 29
7 59 25
66 67 70
9 13 53
51 40 19
29 4 37
50 46 47
60 59 8
9 45 34
40 68 26
66 25 91
32 18 56
12 32
10 9 83
9 10 77
8 6 5
1 11 93
2 12 71
4 10 76
8 2 24
10 12 6
3 4 96
4 1 41
1 12 41
9 7 9
5 1 33
4 12 96
5 4 35
12 5 5
3 2 10
2 10 25
5 12 50
6 2 18
8 7 30
6 9 44
5 3 79
6 9 23
4 11 28
4 1 87
3 8 36
12 1 36
12 2 62
7 9 50
1 12 75
3 2 3
91 100
14 85 41
20 11 11
58 90 95
84 82 96
70 59 13
2 32 72
73 87 24
59 45 100
55 84 78
39 84 60
27 18 34
89 33 5
13 67 74
50 34 45
42 74 6
10 18 55
52 81 70
25 8 27
70 43 46
65 86 10
85 24 89
78 55 7
18 39 80
80 60 34
16 57 90
22 29 92
80 55 63
48 3 3
36 80 30
74 46 87
87 29 56
41 25 73
88 30 98
88 8 6
16 70 41
86 69 24
2 13 92
7 14 82
82 49 7
15 70 77
20 32 23
46 12 3
71 16 55
72 74 21
43 79 44
2 68 36
62 29 47
16 23 10
55 35 81
1 26 65
59 17 24
69 61 14
84 89 75
6 25 27
16 38 93
28 82 41
77 65 80
90 70 89
55 59 32
8 53 64
51 50 15
84 63 35
85 73 66
1 13 55
39 75 64
4 40 12
73 86 46
52 85 78
59 90 5
55 37 74
70 2 71
56 51 10
21 81 73
84 5 96
74 48 18
55 64 63
19 32 44
55 90 45
51 8 41
84 3 32
40 50 51
73 55 19
70 90 54
47 74 44
31 41 46
32 9 22
84 37 30
91 32 98
66 18 57
59 70 32
84 55 30
37 53 50
73 70 85
70 55 42
55 70 78
83 67 34
86 76 65
13 54 62
73 90 95
44 85 2
51 100
35 43 67
3 6 5
43 23 5
35 3 5
15 4 35
2 47 65
17 35 48
22 40 32
35 22 22
38 4 6
15 17 44
43 6 51
29 15 32
4 28 79
25 4 93
21 43 3
22 24 31
11 43 75
7 33 66
17 47 30
22 39 58
24 47 77
19 42 67
31 2 31
17 24 94
22 4 24
34 40 63
28 4 47
3 15 73
24 2 30
17 48 95
3 37 21
20 26 71
5 43 6
4 2 43
28 40 69
35 15 1
32 14 77
40 17 81
8 19 77
41 18 76
28 2 61
15 34 14
33 11 30
50 33 54
15 40 76
2 28 10
49 2 100
34 15 79
22 34 100
22 34 31
13 1 75
47 2 100
11 2 90
36 3 72
8 34 15
40 24 2
33 17 86
43 7 20
2 47 17
34 7 53
35 20 31
34 24 70
15 30 52
43 18 32
17 40 5
11 3 7
33 43 44
27 3 30
10 20 73
4 15 2
28 15 81
28 51 57
33 40 95
2 43 93
11 34 62
3 23 65
16 28 69
24 28 43
33 34 67
4 7 64
14 36 38
9 36 12
34 47 73
28 34 8
15 4 16
17 40 78
45 4 98
33 35 68
24 17 2
44 33 24
47 4 42
33 3 89
3 7 49
1 6 53
43 2 17
22 43 33
12 36 48
46 17 25
15 7 96
24 80
1 17 63
3 9 78
17 1 22
19 6 68
12 23 37
5 6 78
12 13 35
12 6 5
15 3 59
12 19 8
3 5 59
21 2 86
3 18 38
13 14 87
2 8 96
11 5 16
6 15 92
12 14 60
6 2 64
10 1 98
20 11 34
21 3 75
1 2 4
1 7 10
3 11 12
9 21 63
6 1 53
22 15 30
16 10 53
3 6 61
22 3 30
11 15 14
20 24 15
13 15 1
15 20 87
11 2 98
19 9 76
24 1 68
13 5 20
5 14 40
23 3 69
16 15 56
23 4 86
7 11 28
11 21 55
19 12 62
8 14 55
6 5 19
8 7 10
23 17 11
13 11 55
19 13 28
9 16 37
13 22 95
22 6 24
3 13 73
9 23 6
1 12 61
14 22 54
24 21 41
19 6 60
22 12 26
11 8 21
19 5 94
5 13 5
5 1 84
16 11 11
11 15 28
3 20 14
12 5 74
10 6 93
12 5 32
14 5 41
14 19 63
8 5 50
2 12 77
11 4 15
13 2 90
20 18 44
17 20 82
32 100
13 31 97
15 19 34
24 20 34
23 16 50
18 25 75
29 5 51
27 9 19
1 10 72
18 3 69
21 19 50
11 29 9
11 25 70
25 5 21
17 27 3
4 10 2
30 20 50
30 29 85
23 27 71
8 23 85
8 23 88
20 11 1
30 15 15
17 23 95
13 27 72
18 8 38
19 28 85
10 9 52
10 1 49
3 25 7
25 17 26
29 19 10
27 14 54
8 27 93
27 13 34
13 1 86
18 1 3
15 24 79
22 29 42
1 5 79
4 9 22
24 19 4
11 16 78
29 25 75
1 17 39
24 25 61
22 3 42
29 1 79
9 15 54
3 18 17
31 9 73
11 29 42
5 27 55
8 20 79
17 29 62
12 26 24
29 27 9
8 12 45
5 1 56
23 13 5
32 2 56
19 26 45
3 12 45
19 18 48
1 8 13
11 14 35
20 25 61
23 20 23
23 18 80
22 27 36
20 7 25
24 25 44
18 1 75
19 17 71
5 25 36
3 12 90
10 5 48
7 24 34
4 5 17
16 21 43
25 17 100
4 28 87
19 26 20
7 4 90
25 3 20
31 27 30
29 11 21
27 22 91
7 28 21
22 10 48
15 31 11
21 7 28
30 4 93
8 5 78
17 8 8
1 10 75
22 29 33
18 31 99
2 26 60
27 6 13
18 11 2
42 100
27 3 94
38 17 62
42 20 93
25 29 10
31 7 43
27 30 94
24 16 71
34 22 17
31 17 77
25 21 40
38 23 11
41 9 47
23 21 41
9 28 30
21 32 13
10 27 89
30 31 94
2 23 58
28 31 14
38 3 95
13 33 30
15 17 90
25 18 36
3 39 100
27 31 50
15 16 7
15 9 12
11 16 74
30 26 34
28 29 15
16 31 32
23 30 90
16 28 92
38 25 18
24 29 68
30 9 68
31 38 17
29 32 18
14 23 47
27 39 98
28 3 39
7 24 36
41 27 61
29 41 87
40 12 31
18 16 42
28 23 30
28 17 12
31 17 12
32 16 58
32 5 48
29 21 8
10 40 61
28 32 40
23 2 86
38 16 98
16 25 45
18 29 89
7 27 58
30 29 48
3 24 46
36 2 33
30 31 4
15 27 90
37 4 55
27 10 19
29 41 83
19 10 80
1 23 68
30 28 40
31 25 15
31 25 98
27 7 32
22 29 3
16 15 54
41 35 49
17 41 27
29 11 38
24 25 83
27 39 75
33 30 61
31 30 70
29 10 98
32 8 35
19 6 81
31 38 1
28 25 7
8 32 74
31 2 18
29 3 34
10 14 6
29 30 5
15 42 82
25 41 96
23 37 14
31 39 34
21 31 62
29 21 72
29 18 61
39 23 72
69 100
54 44 72
53 32 89
13 65 7
38 47 9
55 7 68
9 12 75
53 7 68
20 69 52
64 41 57
15 37 6
28 7 71
27 56 57
53 33 18
20 69 50
66 47 69
51 52 99
41 34 77
33 7 71
58 16 72
54 8 40
39 15 71
66 21 1
32 7 67
35 15 72
33 8 100
25 2 44
42 15 89
8 7 64
54 7 19
14 69 62
34 3 60
14 32 87
15 12 89
53 11 66
57 29 4
44 57 67
33 57 20
10 66 94
2 7 52
67 66 77
26 44 22
29 59 38
54 33 65
13 7 79
4 14 36
53 69 36
48 62 95
8 14 24
57 28 44
33 31 64
30 43 72
28 53 64
50 2 23
54 57 43
32 28 31
48 61 48
43 23 14
29 62 89
41 44 98
29 63 55
6 8 4
54 29 49
8 28 31
14 57 69
68 67 34
28 53 82
20 4 70
60 1 8
44 28 94
53 20 19
33 14 35
24 52 56
54 20 62
44 7 66
40 41 75
18 56 51
4 32 16
28 53 96
33 57 34
54 53 51
49 54 12
69 66 62
30 14 38
48 58 15
64 5 22
53 15 33
53 33 20
41 22 69
37 1 73
53 19 3
20 17 34
18 66 6
28 45 47
53 67 18
57 14 26
57 55 24
36 66 69
50 46 75
52 14 5
14 33 12
20 60
17 6 90
11 13 50
14 5 97
5 19 51
19 3 26
6 2 52
17 12 23
13 5 16
8 3 63
10 7 53
4 12 41
3 6 2
16 14 72
12 14 50
10 12 56
13 12 39
2 12 39
16 6 53
6 15 100
5 7 66
6 12 41
6 5 96
18 13 14
16 15 40
20 1 68
2 11 35
10 12 20
12 10 49
20 6 69
1 13 57
4 6 95
3 14 1
3 20 21
13 2 78
2 6 40
7 12 63
11 5 90
15 5 55
20 2 76
6 18 8
6 8 93
3 18 72
12 7 10
4 20 41
12 13 53
13 3 85
4 20 89
6 13 13
11 13 37
13 5 65
3 8 2
12 15 76
6 3 100
15 19 18
12 11 70
16 13 25
20 9 10
6 8 8
8 5 21
2 7 31
14 29
4 3 30
6 2 12
12 13 40
8 9 70
13 1 76
4 2 22
12 9 85
2 3 8
5 8 62
9 6 38
6 13 45
8 9 85
8 12 58
8 1 91
5 13 2
8 10 36
1 5 68
14 2 62
11 8 44
4 5 87
2 10 38
2 9 73
3 9 80
2 13 88
2 9 62
8 2 91
10 12 52
11 13 13
2 7 73
99 100
11 64 85
71 80 41
90 53 52
20 69 58
44 35 94
49 96 18
85 90 4
97 70 26
86 58 88
20 8 37
6 60 100
69 50 46
83 6 85
14 1 23
62 70 98
59 79 87
96 26 39
88 51 26
64 43 68
14 23 19
52 74 96
26 80 46
84 88 80
26 5 4
72 20 23
42 30 91
12 53 78
27 95 95
2 78 76
94 16 63
5 91 23
1 77 37
26 35 40
91 25 24
57 10 61
37 4 38
17 99 5
45 36 20
7 48 79
29 20 87
82 41 90
66 84 75
4 42 23
90 9 67
76 32 48
94 78 30
73 44 77
54 26 14
5 38 81
95 34 60
13 12 68
51 73 17
9 63 26
20 39 88
9 22 36
91 59 46
50 47 30
72 58 88
25 46 56
24 5 70
81 52 79
75 80 37
38 3 64
44 6 49
79 43 16
98 56 34
8 92 6
35 10 10
76 84 54
15 40 95
82 53 98
56 54 52
45 21 3
83 33 53
89 50 63
5 20 41
90 35 70
18 20 94
53 35 62
20 99 58
26 10 72
45 52 80
37 19 91
15 34 38
57 28 54
37 31 61
35 2 12
19 93 67
87 12 9
34 55 77
78 65 85
45 91 50
72 48 64
61 94 27
70 90 78
14 20 36
24 19 72
95 72 82
53 68 41
67 56 52
88 100
16 41 79
68 26 11
84 24 36
30 26 68
62 48 33
79 55 36
23 5 46
35 77 72
42 35 26
28 31 54
86 57 80
63 42 1
84 62 15
58 62 46
1 15 11
12 23 42
48 47 30
1 7 86
85 61 34
70 35 32
25 71 8
60 58 95
76 18 19
3 75 36
57 38 36
45 46 20
20 58 38
22 84 16
36 85 58
87 66 89
22 70 37
12 11 67
13 22 90
71 61 87
3 81 44
29 16 58
84 80 75
40 71 68
74 61 46
1 22 54
25 14 33
22 55 89
24 1 80
60 53 3
46 83 17
23 50 87
32 82 70
35 62 24
51 52 49
2 77 36
72 65 2
35 24 69
82 84 82
22 39 58
8 77 73
18 88 71
23 69 23
70 35 42
70 35 31
31 17 50
62 24 75
58 82 39
51 42 87
56 51 97
30 1 49
19 80 35
84 24 97
40 27 65
57 77 40
24 50 47
3 73 8
84 58 37
58 62 77
70 44 20
65 62 33
66 80 97
39 35 22
32 25 58
33 13 40
82 75 3
35 78 53
84 1 82
65 34 56
34 43 40
82 64 23
54 41 42
70 24 26
49 16 94
87 4 65
12 6 13
58 67 31
45 85 89
1 88 33
37 35 55
39 16 96
76 10 47
13 21 44
17 62 38
69 9 86
59 70 2
86 100
63 78 4
83 46 76
52 63 99
6 57 96
41 30 43
19 57 15
56 27 25
62 52 58
63 62 42
4 76 70
63 46 10
25 62 13
38 74 5
26 39 11
12 65 65
68 49 15
16 73 74
59 38 72
67 4 18
1 38 21
26 48 65
5 34 90
27 82 29
15 40 96
70 73 37
34 72 44
63 55 11
42 69 37
62 70 4
54 21 44
58 43 17
72 77 20
70 73 35
25 85 90
18 32 53
43 62 36
18 12 37
29 21 7
9 45 63
71 12 22
1 63 82
73 21 25
38 21 22
75 82 20
29 2 11
27 14 82
52 38 6
63 62 19
25 7 35
16 81 12
73 21 70
57 43 57
51 67 17
63 86 37
21 52 84
17 58 38
63 52 45
22 43 97
31 11 64
24 67 21
1 41 86
15 54 34
70 62 77
54 50 62
37 33 39
66 4 82
69 44 38
47 16 68
37 23 45
79 4 8
69 52 100
12 36 46
35 84 52
4 53 56
52 70 53
68 54 54
72 31 73
20 27 98
43 38 52
17 51 98
70 9 79
84 26 99
26 8 36
